PARCEL_ID,ADDRESS,PRINT_KEY,PROPERTY_CLASS,BUILD_STYLE,SFLA,LAT,LONG
840,6  Whitegate Dr,011.-04-13.1,210,06,2608,1070190,538479
841,28  Lakeview Cir,012.-02-01.0,210,08,2457,1072499,543873
842,15  Lakeview Cir,012.-02-02.0,210,04,2600,1072491,544001
843,21  Lakeview Cir,012.-02-08.0,210,04,1093,1072010,543994
844,37  Lakeview Cir,012.-02-16.2,210,02,2420,1071811,543816
845,35  Lakeview Cir,012.-02-17.0,210,01,1338,1071961,543828
846,29  Lakeview Cir,012.-02-23.0,210,03,1674,1072410,543864
847,168 E Genesee St,013.-01-08.2,210,08,1795,1072659,544465
848,42 E Lake Rd,013.-01-15.0,210,08,2692,1072642,544694
849,16  Gayle Rd,013.-01-28.0,210,01,1225,1071608,545129
850,12  Gayle Rd,013.-01-31.1,210,06,3176,1071572,544817
851,3  Sachem Dr,013.-02-06.2,210,05,2304,1072049,545650
852,47 E Lake Rd,013.-02-16.0,210,08,2512,1072606,545006
853,192 E Genesee St,013.-02-27.0,311,,,1072510,545300
854,Gayle Rd,014.-01-01.0,323,,,1071221,544506
855,8  Gayle Rd,014.-01-02.0,210,01,1736,1071321,544632
856,7  Gayle Rd,014.-01-03.0,210,01,1522,1071349,544724
857,3  Gayle Rd,014.-01-07.0,210,01,1384,1071431,545069
858,5  Bobbett Ln,014.-01-20.0,311,,,1070897,545010
859,1  Bobbett Ln,014.-01-22.0,210,05,3060,1070865,545372
860,2  Clift Ln,014.-01-24.2,210,06,3487,1070697,545409
861,1  Compass Ln,014.-01-26.0,210,01,1178,1070660,545621
862,1  Elson Ln,014.-01-35.0,210,08,1464,1070518,545731
863,4  Tallcot Ln,015.-01-03.0,210,08,2832,1070368,540616
864,Outside Plant,650.1-9999-132.350/1881,,,,0,0
865,Outside Plant,650.1-9999-631.900/1881,,,,0,0
866,16  Leitch Ave,008.-01-45.0,,,,0,0
867,7  Kane Ave,010.-02-27.2,311,,,1072352,539655
868,31  Hannum St,006.-07-05.1,220,08,1594,1073624,539962
869,102  Orchard Rd,003.-04-03.0,210,05,3180,1074647,539034
870,6  Jordan St,007.-04-33.0/5,411,,,1073499,541315
871,96 E Genesee St,012.-01-30.0/1,210,08,2146,1073012,542288
872,11  Onondaga St,008.-01-33.1,280,08,2786,1073473,543236
873,119  Fennell St,003.-05-01.0,210,08,1976,1076318,538955
874,102  Sinclair St,003.-06-02.0,210,05,2068,1075600,538577
875,4 E Genesee St - Unit 1,012.-01-11.2/1,452,,,0,0
876,129  Orchard St,003.-07-08.0,210,06,3130,1075889,537912
877,7  Fuller St,006.1-01-03.0,311,,,1072894,538030
878,79 W Elizabeth St,006.-01-06.1,210,01,1452,1074001,538400
879,124 E Genesee St,012.-01-38.3,311,,,1072453,543326
880,13  Fuller St,006.1-01-02.1,210,06,2180,1072894,538030
881,7  Fuller St,006.1-01-02.4,210,06,2338,1072894,538030
882,14  Highland St,006.-01-27.1,210,04,1404,1073362,538401
883,58  East St,005.-02-11.1,210,05,2242,1076612,543517
884,37  Orchard Rd,006.-01-10.0,210,01,1524,1074169,538912
885,31  Orchard Rd,006.-01-12.0,210,04,1152,1073955,538920
886,4  Highland St,006.-01-23.0,210,01,1356,1073517,538746
887,8  Highland St,006.-01-24.0,210,01,1152,1073489,538648
888,12  Highland St,006.-01-26.0,210,04,1547,1073375,538471
889,14  Fuller St,006.-01-30.0,210,01,912,1073272,538075
890,12  Highland St,006.-01-32.0,311,,,1073500,538446
891,9  Highland St,006.-02-05.0,311,,,1073171,538489
892,5  Highland St,006.-02-08.0,210,08,1702,1073179,538748
893,90 W Genesee St,006.-02-20.0,210,08,1914,1073013,538706
894,41  Griffin St,006.-03-07.0,210,08,1290,1074160,539344
895,23  Griffin St,006.-03-15.0,210,05,1560,1073681,539509
896,20  Orchard Rd,006.-03-31.0,210,04,1676,1073641,539139
897,22  Orchard Rd,006.-03-32.0,210,13,806,1073701,539135
898,30  Orchard Rd,006.-03-36.0,210,04,1152,1073967,539121
899,51  Fennell St,006.-04-07.0,283,08,1196,1074501,539873
900,41  Fennell St,006.-04-12.0,414,,,1074161,539819
901,Griffin St,006.-04-18.0,822,,,1074127,539547
902,52  Fennell St,006.-05-01.0,210,05,2704,1074515,540061
903,31  Jordan St,006.-05-28.0,230,08,1503,1073811,541060
904,8  Fennell St,006.-05-32.0,210,08,1182,1073796,540963
905,13  Fennell St,006.-06-08.0,481,,,1073702,540718
906,7  Fennell St,006.-06-10.0,465,,,1073637,540874
907,8  Hannum St,006.-06-25.0,210,08,1840,1073317,540445
908,14  Hannum St,006.-06-28.0,210,08,2400,1073487,540367
909,25  Hannum St,006.-07-07.0,210,08,1690,1073628,540078
910,16  Griffin St,006.-07-28.0,210,08,2252,1073496,539747
911,851 W Genesee St,006.1-01-01.0,414,,,1073189,537436
912,43  State St - Unit 1A,007.-01-13.0/1,411,,,0,0
913,43  State St - Unit 4A,007.-01-13.0/13,411,,,0,0
914,43  State St - Unit 5A,007.-01-13.0/17,411,,,0,0
915,52  Jordan St,007.-01-26.0,210,08,2224,1074402,541038
916,40 E Elizabeth St,007.-02-04.0,210,06,2028,1074749,542398
917,53  Leitch Ave,007.-02-13.0,210,08,2030,1074568,542688
918,45  Academy St,007.-02-20.0,210,08,2616,1074231,542584
919,59 E Genesee St,007.-03-35.0,482,,,1073345,541708
920,16  State St,007.-03-39.0,210,08,1402,1073742,541758
921,90 E Genesee St - Unit 6,007.-03-45.1/5,411,,,0,0
922,74 E GeneseeSt - Unit 6,007.-03-45.1/6,411,,,0,0
923,80 E Genesee St - Unit 9,007.-03-45.1/9,411,,,0,0
924,92 E Genesee St - Unit A,007.-03-45.1/13,481,,,0,0
925,27  State St,007.-04-13.0,210,08,2216,1074074,541591
926,19  State St,007.-04-17.0,230,08,3544,1073717,541556
927,5  State St,007.-04-23.0,438,,,1073457,541519
928,11 E Genesee St,007.-04-27.0,632,,,1073442,541399
929,Jordan St,007.-04-32.0,438,,,1073470,541312
930,6  Jordan St,007.-04-33.0,411,,,1073499,541324
931,8  Jordan St The Fry,007.-04-34.0,421,,,1073513,541276
932,46  Jordan St,007.-04-47.0/46,411,,,0,0
933,54 E Elizabeth St,008.-01-03.0,210,08,2000,1074788,543155
934,29  East St,008.-01-10.0,210,05,2066,1074782,543690
935,23  East St,008.-01-13.0,210,01,1532,1074545,543742
936,17  East St,008.-01-15.0,210,06,2320,1074402,543768
937,3  East St,008.-01-19.0,210,01,1951,1074062,543937
938,27  Onondaga St,008.-01-25.0,210,08,1380,1073680,543566
939,103 E Genesee St,008.-01-41.0,210,08,4110,1073236,542690
940,59  Onondaga St,008.-02-02.0,210,08,1050,1074229,544795
941,47  Onondaga St,008.-02-06.0,210,01,1754,1074215,544388
942,38  Onondaga St,009.-01-16.0,210,05,1562,1073818,544194
943,8-10 E Lake St,009.-01-20.0,220,08,1944,1073648,544273
944,167 E Genesee St,009.-01-35.0,230,08,2996,1072948,544409
945,185 E Genesee St,009.-02-06.0,210,08,1600,1072909,545076
946,5 E Lake St,009.-02-21.0,210,08,1838,1073714,544491
947,50  Onondaga St,009.-02-24.0,210,04,2246,1073959,544570
948,7  Goodspeed Pl,009.-02-28.0,311,,,1073046,544932
949,195 E Genesee St,009.-03-02.0,210,08,1579,1072999,545323
950,193 E Genesee St,009.-03-03.0,210,08,1818,1072922,545275
951,6  Goodspeed Pl,009.-03-05.0,210,08,1336,1073013,545225
952,19  Goodspeed Pl,009.-03-10.2,210,01,1896,1073456,544927
953,56  Onondaga St,009.-03-14.0,210,01,1666,1074053,544864
954,12  Heritage Woods Rd,010.-01-11.0,210,06,2244,1071807,538404
955,67 W Genesee St,010.-02-06.0,220,08,3404,1072661,539416
956,24 W Lake St,010.-02-26.0,210,04,1863,1072388,539913
957,54 W Lake St,010.-02-37.1,280,08,2570,1071412,539747
958,45 W Lake St,010.-02-45.0,210,07,8679,1071507,540213
959,39 W Lake St,010.-02-49.0,210,06,1996,1071931,539981
960,W Lake St,010.-02-51.0,312,,,1072110,540043
961,7  Heather Woods Ct,010.-03-07.0,210,01,1592,1071281,538551
962,39  Heritage Woods Rd,010.1-03-23.1,210,05,3303,1071395,537899
963,1  Wicklow Dr,011.-04-10.1,210,01,1783,1070578,538649
964,4 E Genesee St,012.-01-11.1,312,,,1073065,541250
965,36 E Genesee St,012.-01-20.0,481,,,1073177,541476
966,38 E Genesee St,012.-01-21.0,481,,,1073174,541498
967,Austin & Thayer,012.-01-29.0,963,,,1073115,542003
968,112 E Genesee St,012.-01-35.0,210,01,3919,1072794,542748
969,13  Lakeview Cir,013.-01-37.2,210,05,2136,1071553,544185
970,7  Lakeview Cir,013.-01-43.0,210,04,1823,1072011,544179
971,3  Lakeview Cir,013.-01-47.0,210,04,2507,1072336,544168
972,2  Lakeview Cir,013.-01-48.0,210,01,1528,1072412,544165
973,2  Woodmere Ln,013.-01-51.0,311,,,1072690,544213
974,190 E Genesee St,013.-02-21.0,210,08,1457,1072728,545210
975,9  Ashwood Ln,014.-01-13.4,210,01,3000,1071237,544919
976,5  Ash Wood Ln,014.-01-15.0,210,05,1940,1071245,545279
977,90 E Lake Rd,014.-01-18.0,210,05,1947,1071229,545640
978,108 E Lake Rd,014.-01-25.0,210,05,1488,1070673,545828
979,11  Day Ln,014.-01-30.0,210,08,3266,1070544,545199
980,OFF E Genesee St,014.-01-38.0,822,,,1070808,544041
981,91 E Lake Rd,014.-02-07.0,210,05,2449,1071400,545795
982,1  Barrow Ln,014.-02-08.2,210,05,3196,1071549,545837
983,5  Tallcot Ln,015.-01-05.0,210,01,2458,1070479,540806
984,7  Tallcot Ln,015.-01-06.1,280,06,3466,1070537,540970
985,16  Hannum St,006.-06-29.0,,,,0,0
986,40  Jordan St,007.-04-47.0,,,,1074195,541115
987,112  Fennell St,002.-02-40.1,312,,,1076233,539501
988,110  Fennell St,002.-02-39.1,411,,,1076166,539470
989,41  Lakeview Cir,012.-01-41.2,210,08,2116,1072683,543752
990,1  Clift Ln,014.-01-24.4,210,06,2584,1070804,545644
991,100  Orchard Rd,003.-04-02.0,210,06,3048,1074583,539136
992,28  Hannum St,006.-06-32.1,681,,,1073778,540137
993,75 W Elizabeth St,006.-01-07.1,210,08,1248,1074001,538524
994,103  Orchard Rd,003.-03-04.1,210,05,2910,1074516,538761
995,116  Bowdish St,003.-01-25.2,311,,,0,0
996,Fennell St,003.-05-03.1,330,,,1075796,539266
997,W Elizabeth St,003.-05-07.1,590,,,1075765,539098
998,112  Sinclair St,003.-07-02.0,210,05,2498,1075137,537926
999,3  Fennell St - Apt C,006.-06-11.0/3,411,,,1073602,540970
1000,123  Orchard Rd,003.-07-05.0,210,06,3041,1075457,537927
1001,131  Orchard Rd,003.-07-09.0,210,06,2868,1076009,537920
1002,46 E Genesee St - Unit 2 Condo,012.-01-24.0/2,411,,,1073168,541558
1003,43  Jordan St,006.-05-22.1,230,08,3252,1074058,540875
1004,6  Hawthorne Woods Ct,010.-03-13.1,210,05,2228,1071414,538698
1005,33  Orchard Rd,006.-01-11.0,210,01,1780,1074045,538915
1006,19  Orchard Rd,006.-01-17.0,210,04,1523,1073622,538942
1007,5  Orchard Rd,006.-02-13.0,210,04,1020,1073166,538967
1008,98 W Genesee St,006.-02-22.0,210,07,4576,1072998,538472
1009,38  Orchard Rd,006.-03-01.0,210,01,1786,1074228,539073
1010,31  Griffin St,006.-03-11.0,210,08,1432,1073873,539395
1011,19  Griffin St,006.-03-17.0,210,08,1964,1073562,539515
1012,26  Orchard Rd,006.-03-34.0,210,06,1948,1073849,539126
1013,34  Orchard Rd,006.-03-38.0,210,01,944,1074083,539170
1014,W Elizabeth St,006.-04-02.0,323,,,1074243,539587
1015,37 W Elizabeth St,006.-04-05.0,210,08,1702,1074402,539769
1016,43  Fennell St,006.-04-11.0,314,,,1074262,539895
1017,37  Jordan St,006.-05-25.0,433,,,1073957,540941
1018,6  Fennell St,006.-05-31.0,215,05,2400,1073763,541002
1019,19  Jordan St,006.-06-13.0,422,,,1073524,541135
1020,15  Jordan St,006.-06-14.0,482,,,1073503,541078
1021,9  Jordan St,006.-06-15.0,481,,,1073458,541092
1022,14 W Genesee St,006.-06-18.0,414,,,1073350,540940
1023,20 W Genesee St,006.-06-21.0,822,,,1073337,540697
1024,36 W Genesee St,006.-07-14.0,210,04,1847,1073146,540370
1025,54 W Genesee St,006.-07-22.0,210,05,2768,1073109,539805
1026,18  Griffin St,006.-07-29.0,210,08,1950,1073553,539744
1027,12 E Elizabeth St,007.-01-05.0,210,08,2800,1074712,541209
1028,22 E Elizabeth St,007.-01-10.0,210,08,2381,1074669,541530
1029,43  State St - Unit 2B,007.-01-13.0/6,411,,,0,0
1030,43  State St - Unit 2D,007.-01-13.0/8,411,,,0,0
1031,13  Academy St,007.-01-20.0,210,08,3185,1074432,541425
1032,11  Academy St,007.-01-21.0,210,08,2568,1074443,541360
1033,60  Jordan St,007.-01-29.0,210,05,2344,1074652,541124
1034,34  State St,007.-03-01.0,210,05,3742,1074088,541810
1035,28  Academy St,007.-03-02.0,210,08,1638,1074143,541881
1036,34 1/2  Academy St,007.-03-06.0,210,06,4727,1073780,542134
1037,48  Academy St,007.-03-13.0,210,08,1109,1074012,542530
1038,27  Leitch Ave,007.-03-16.0,210,08,1740,1073891,542652
1039,85 E Genesee St,007.-03-29.0,210,05,3910,1073407,542119
1040,66 E Genesee St - Unit 1,007.-03-45.1/1,411,,,0,0
1041,68 E Genesee St - Unit 2,007.-03-45.1/2,411,,,0,0
1042,76 E Genesee St - Unit 7,007.-03-45.1/7,411,,,0,0
1043,6  Academy St,007.-04-03.0,210,05,1485,1074256,541174
1044,23  State St,007.-04-15.0,210,08,2421,1073977,541575
1045,9 E Genesee St,007.-04-28.0,481,,,1073414,541347
1046,OFF  Jordan St,007.-04-37.0,438,,,1073533,541301
1047,Jordan St,007.-04-41.1,330,,,0,0
1048,60 E Elizabeth St,008.-01-06.0,210,04,1634,1074733,543340
1049,64 E Elizabeth St,008.-01-08.0,210,01,1611,1074736,543471
1050,5  Ramble Wood,008.-01-16.4,210,06,2997,1074240,543290
1051,7  Onondaga St,008.-01-35.0,210,08,2182,1073351,543101
1052,6  East St,008.-02-11.0,210,04,1056,1074246,544127
1053,20  Onondaga St,009.-01-07.0,210,08,1430,1073471,543679
1054,24  Onondaga St,009.-01-09.0,210,08,2392,1073491,543812
1055,30  Onondaga St,009.-01-12.0,210,08,1651,1073674,543975
1056,12 E Lake St,009.-01-21.0,210,08,1912,1073464,544146
1057,153 E Genesee St,009.-01-39.0,210,08,2344,1073082,544117
1058,129 E Genesee St,009.-01-49.0,210,08,1647,1073074,543407
1059,25 E Lake St,009.-02-12.0,210,08,1600,1073037,544785
1060,19 E Lake St,009.-02-15.0,210,05,2236,1073253,544737
1061,3 E Lake St,009.-02-22.0,210,01,2514,1073810,544471
1062,197 E Genesee St,009.-03-01.0,330,,,1072911,545389
1063,11  Teasel Ln,009.-03-10.5,210,05,2238,1073551,545050
1064,9  Teasel Ln,009.-03-11.0,210,05,1958,1073641,545037
1065,59 W Genesee St,010.-02-10.0,210,08,2664,1072683,539666
1066,57 W Genesee St,010.-02-11.0,411,,,1072826,539741
1067,51 W Genesee St,010.-02-13.0,210,08,2187,1072838,539904
1068,6 W Lake St,010.-02-19.0,210,08,2966,1072837,540245
1069,W Lake St,010.-02-46.0,311,,,1071599,540089
1070,8  Heather Woods Ct,010.-03-04.1,210,06,3049,1071259,538286
1071,5  Hawthorne Woods Ct,010.-03-18.0,210,06,2301,1071432,538918
1072,102 W Lake St,011.-01-01.1,210,05,3199,1070028,540197
1073,14  Prentiss Dr,011.-01-01.5,210,06,4400,1070692,539862
1074,8  Prentiss Dr,011.-01-01.8,210,05,3216,1070064,539938
1075,104 W Lake St,011.-01-04.0,210,08,2070,1069957,540399
1076,3  Prentiss Dr,011.-02-01.0,210,06,3404,1070360,539387
1077,5  Wicklow Dr,011.-04-08.1,210,01,2100,1070577,538469
1078,5  Whitegate Dr,011.-04-20.1,210,01,2116,1070110,538786
1079,Boathouse Lt 9,012.-01-02.0,312,,,1073138,541183
1080,108 E Genesee St,012.-01-34.0,210,05,2602,1072925,542661
1081,116 E Genesee St,012.-01-36.0,210,07,5210,1072709,542926
1082,140 E Genesee St,012.-01-39.1,210,07,4994,1072327,543634
1083,16  Lakeview Cir,012.-02-03.0,210,05,2226,1072398,544002
1084,23  Lakeview Cir,012.-02-10.0,210,03,1788,1071860,543991
1085,158 E Genesee St,013.-01-03.0,210,08,2073,1072689,544165
1086,2  Woodmere Ln,013.-01-05.0,210,08,2001,1072523,544276
1087,62 E Lake Rd,013.-01-22.0,210,08,3832,1072011,544955
1088,14  Lakeview Cir,013.-01-37.1,210,06,3776,1071435,544079
1089,12  Lakeview Cir,013.-01-38.0,210,04,1947,1071641,544192
1090,4  Lakeview Cir,013.-01-46.0,210,01,1756,1072261,544171
1091,79 E Lake Rd,013.-02-01.0,210,08,1348,1071686,545707
1092,198 E Genesee St,013.-02-25.0,210,04,1916,1072739,545456
1093,6  Gayle Rd,014.-01-04.0,210,01,1624,1071371,544806
1094,5  Gayle Rd,014.-01-05.0,210,04,2151,1071394,544887
1095,3  Ash Wood Ln,014.-01-16.0,210,03,2464,1071250,545385
1096,5  Compass Ln,014.-01-28.0,312,,,1070630,545120
1097,7  Day Ln,014.-01-32.0,311,,,1070545,545419
1098,5  Elson Ln,014.-01-33.0,210,13,1312,1070432,545253
1099,,800.-13-230.100,,,,0,0
1100,Off Cecil Arthur Dr,005.-01-17.2,,,,0,0
1101,1330 E Genesee St,013.-02-28.1,330,,,1072382,545511
1102,107  Orchard Rd,003.-03-02.0,210,05,2793,1074582,538595
1103,81  Jordan St,002.-02-16.1/1,210,08,2412,1075309,540428
1104,101  Ramble Wood Dr,008.-01-21.1,210,07,9643,1074055,543663
1105,111  Fennell St,003.-05-02.0,210,08,1480,1076113,539125
1106,101  Sinclair St,003.-05-11.0,210,05,2894,1075770,538830
1107,102  Packwood Pl,003.-05-13.0,210,05,2674,1075980,538620
1108,124  Orchard Rd,003.-06-07.0,210,05,3246,1075521,538153
1109,107  Packwood Pl,003.-06-09.0,210,06,2383,1075607,538287
1110,67 W Elizabeth St,006.-01-09.99,210,,,1073968,538709
1111,73 W Elizabeth St,006.-01-08.1,210,01,935,1074031,538606
1112,E Lake Rd,013.-01-22.2,312,,,1072011,544955
1113,87 W Elizabeth St,006.-01-05.0,311,,,1073665,538318
1114,75 W Elizabeth St,006.-01-07.0,210,08,1248,1073827,538477
1115,12  Fuller St,006.-02-01.0,210,08,1712,1073136,538170
1116,7  Highland St,006.-02-07.0,210,01,1056,1073177,538659
1117,51 W Elizabeth St,006.-03-03.0,210,08,1584,1074275,539235
1118,21  Griffin St,006.-03-16.0,210,08,2650,1073624,539513
1119,18  Orchard Rd,006.-03-30.0,210,01,1308,1073581,539142
1120,49  Fennell St,006.-04-08.0,210,08,1673,1074450,539896
1121,45  Fennell St,006.-04-10.0,210,08,1370,1074321,539881
1122,23 W Elizabeth St,006.-05-02.0,210,08,840,1074540,540151
1123,11 W Elizabeth St,006.-05-06.0,210,08,1353,1074626,540477
1124,63  Jordan St,006.-05-12.0,215,05,2152,1074669,540773
1125,31  Fennell St,006.-06-01.0,210,05,2458,1073931,540197
1126,15  Fennell St,006.-06-07.0,210,08,2176,1073725,540671
1127,26 W Genesee St,006.-06-22.0,418,,,1073276,540598
1128,28 W Genesee St,006.-06-23.0,482,,,1073171,540517
1129,10  Hannum St,006.-06-26.0,220,08,1720,1073355,540428
1130,Kelly Dr,006.-06-34.0,822,,,1073540,540427
1131,26  Griffin St,006.-07-01.0,210,08,2570,1073763,539706
1132,48 W Genesee St,006.-07-19.0,311,,,1073289,539933
1133,6  Griffin St,006.-07-24.0,210,08,2336,1073236,539756
1134,24  Griffin St,006.-07-31.0,210,08,1600,1073695,539739
1135,5  Academy St,007.-01-24.0,210,08,3098,1074426,541192
1136,50  State St,007.-02-01.0,210,07,3988,1074718,542050
1137,63  Leitch Ave,007.-02-09.0,210,08,2276,1074806,542781
1138,55  Leitch Ave,007.-02-12.0,210,08,1612,1074620,542696
1139,51  Leitch Ave,007.-02-14.0,210,08,2237,1074516,542678
1140,39  Academy St,007.-02-23.0,210,08,2428,1074267,542393
1141,33  Academy St,007.-02-26.0,210,08,2446,1074308,542152
1142,38  Academy St,007.-03-08.0,210,05,2037,1074021,542179
1143,5  Palmer Pl,007.-03-18.0,210,08,1915,1073815,542513
1144,97 E Genesee St,007.-03-25.0,620,,,1073332,542466
1145,49 E Genesee St,007.-03-36.0,611,,,1073391,541661
1146,14  State St,007.-03-38.0,210,08,3612,1073675,541735
1147,20  State St,007.-03-41.0,210,08,2712,1073838,541776
1148,22  State St,007.-03-42.0,220,08,2750,1073888,541784
1149,82 E Genesee St - Unit 10,007.-03-45.1/10,411,,,0,0
1150,1 E Genesee St,007.-04-29.1,481,,,1073414,541298
1151,4  Jordan St,007.-04-31.0,481,,,1073459,541272
1152,Jordan St,007.-04-41.0,653,,,1073711,541342
1153,28  Jordan St,007.-04-44.0,421,,,1073906,541228
1154,2  Ramble Wood,008.-01-16.1,210,06,2708,1074473,543579
1155,15  Onondaga St,008.-01-31.0,210,08,1368,1073503,543326
1156,11  Onondaga St,008.-01-33.0,210,08,2786,1073467,543193
1157,107 E Genesee St,008.-01-39.0,411,,,1073335,542873
1158,8  Leitch Ave,008.-01-42.0,210,08,2070,1073345,542743
1159,40  Leitch Ave,008.-01-53.0,210,08,1140,1074223,542919
1160,57  Onondaga St,008.-02-03.0,210,08,1807,1074269,544737
1161,53  Onondaga St,008.-02-04.0,210,08,2574,1074422,544656
1162,10  Onondaga St,009.-01-02.0,210,08,2547,1073205,543327
1163,36  Onondaga St,009.-01-15.0,210,08,1593,1073804,544139
1164,26 E Lake St,009.-01-27.0,210,08,1816,1073196,544437
1165,159 E Genesee St,009.-01-37.0,210,08,2426,1073009,544215
1166,151 E Genesee St,009.-01-40.0,210,05,2368,1073141,544056
1167,15 E Lake St,009.-02-17.0,210,08,1715,1073409,544685
1168,13 E Lake St,009.-02-18.0,210,08,1695,1073482,544672
1169,52  Onondaga St,009.-02-25.0,210,03,2326,1073988,544657
1170,6  Teasel Ln,009.-02-26.0,210,05,2280,1073663,544695
1171,18  Goodspeed Pl,009.-03-10.4,210,05,1900,1073467,545097
1172,4  Teasel Ln,009.-03-12.6,210,05,2548,1073758,544673
1173,2 W Lake St,010.-02-17.0,210,08,3366,1072949,540281
1174,28 W Lake St,010.-02-28.0,210,08,2680,1072261,539862
1175,37 W Lake St,010.-02-50.0,210,01,2275,1071991,539984
1176,10  Heather Woods Ct,010.-03-05.1,210,05,2496,1071160,538331
1177,6  Hawthorne Woods Ct,010.-03-13.0,210,05,2228,1071414,538698
1178,3  Hawthorne Woods Ct,010.-03-19.0,210,01,1693,1071538,538922
1179,12  Prentiss Dr,011.-01-01.6,210,06,3012,1070481,539917
1180,2  Prentiss Dr,011.-01-06.0,210,06,3481,1070002,539369
1181,6  Wicklow Dr,011.-04-03.1,210,01,2516,1070910,538548
1182,7  Wicklow Dr,011.-04-07.1,210,01,2094,1070620,538410
1183,4  Whitegate Dr,011.-04-12.1,210,06,2213,1070248,538556
1184,11  Whitegate Dr,011.-04-17.1,210,06,2514,1069913,538615
1185,7  Whitegate Dr,011.-04-19.1,210,01,2241,1070042,538746
1186,18 E Genesee St - Unit 1,012.-01-14.0/1,411,,,0,0
1187,32 E Genesee St,012.-01-19.0,481,,,1073181,541450
1188,46 E Genesee St,012.-01-24.0,411,,,1073164,541558
1189,100 E Genesee St,012.-01-31.0,210,07,6320,1072927,542447
1190,102 E Genesee St,012.-01-32.0,210,06,4432,1072797,542575
1191,Lakeview Cir,012.-01-43.0,312,,,1071426,543896
1192,25  Lakeview Cir,012.-02-12.0,210,05,2113,1071711,543998
1193,10  Woodmere Ln,013.-01-11.0,210,01,1858,1072305,544664
1194,10  Woodmere Ln,013.-01-12.0,311,,,1072477,544624
1195,8B  Gayle Rd,013.-01-21.2,210,06,2979,1071336,544282
1196,68 E Lake Rd,013.-01-24.0,210,05,2028,1071873,545179
1197,8C  Gayle Rd,013.-01-36.0,210,06,2959,1071400,544220
1198,11  Lakeview Cir,013.-01-39.0,210,06,2888,1071715,544190
1199,6  Lakeview Cir,013.-01-44.0,210,06,2608,1072086,544176
1200,77 E Lake Rd,013.-02-02.0,210,08,1254,1071774,545488
1201,59 E Lake Rd,013.-02-10.0,210,08,1774,1072286,545258
1202,49 E Lake Rd,013.-02-15.0,210,08,1968,1072570,545093
1203,1322 E Genesee St,013.-02-26.0,311,,,1072569,545451
1204,112 E Lake Rd,014.-01-37.0,210,03,1743,1070479,545911
1205,111 E Lake Rd,014.-02-01.0,210,07,4850,1070598,546237
1206,103 W Lake St,015.-01-01.0,210,07,4512,1070057,540865
1207,3  Tallcot Ln,015.-01-04.0,210,06,2680,1070466,540604
1208,OFF W Lake St,015.-01-14.0,822,,,1070884,542187
1209,Gas Dist,650.1-9999-132.350/2881,,,,0,0
1210,39  Griffin St,006.-03-08.0,,,,1074068,539437
1211,Onondaga St,008.-02-05.0/4,,,,0,0
1212,6 E Lake St,009.-01-19.2,,,,1073713,544206
1213,8  Heather Woods Ct,010.-03-04.0,,,,0,0
1214,26 W Genesee St,012.-01-10.1,331,,,1073205,541196
1215,77 E Genesee St - Apt 1,007.-03-32.0/1,411,,,1073528,541928
1216,79 E Genesee - Unit 1 St,007.-03-32.0/5,411,,,1073528,541928
1217,79 E GeneseeSt - Unit 2,007.-03-32.0/6,411,,,1073528,541928
1218,6  Jordan St,007.-04-33.0/3,411,,,1073499,541315
1219,24 E Genesee St - Unit 1,012.-01-16.0/1,481,,,1073196,541380
1220,24 E Genesee St - Unit 2,012.-01-16.0/2,411,,,1073196,541380
1221,5  East St,008.-01-18.1,210,03,2128,1074172,543918
1222,113  Sinclair St,003.-03-09.0,210,06,2871,1074805,537958
1223,103  Sinclair St,003.-05-10.0,210,06,3427,1075635,538838
1224,100  Packwood Pl,003.-05-12.0,210,06,2392,1076000,538757
1225,4 E Genesee St,012.-01-11.2,330,,,1073210,541263
1226,9  Day Ln,014.-01-31.1,210,06,3346,1070541,545350
1227,108  Packwood Sec 4 Lt 37 Pl,003.-05-16.0,311,,,1075819,538168
1228,108  Sinclair St,003.-06-05.0,311,,,1075338,538271
1229,38 W Elizabeth St,003.-01-08.1,220,08,1559,1074595,539674
1230,46 E Genesee St -Unit 3 Condo,012.-01-24.0/3,411,,,1073168,541558
1231,W Genesee St,006.1-01-01.2,330,,,1073189,537436
1232,89 W Elizabeth St,006.-01-01.3,210,06,2974,1073792,538104
1233,29  Orchard Rd,006.-01-13.0,210,04,1988,1073893,538923
1234,19  Highland St,006.-02-03.0,210,08,1788,1073158,538356
1235,9  Orchard Rd,006.-02-11.0,210,08,1192,1073266,538962
1236,53 W Elizabeth St,006.-03-02.0,311,,,1074240,539140
1237,29  Griffin St,006.-03-12.0,210,05,1664,1073836,539504
1238,62 W Genesee St,006.-03-20.0,280,07,5419,1073203,539532
1239,6  Orchard Rd,006.-03-24.0,210,05,1656,1073212,539161
1240,28  Orchard Rd,006.-03-35.0,210,04,1238,1073907,539124
1241,35 W Elizabeth St,006.-04-06.0,210,05,1536,1074450,539812
1242,47  Fennell St,006.-04-09.0,210,08,1044,1074389,539895
1243,35  Fennell St,006.-04-15.0,482,,,1074007,540026
1244,5 W Elizabeth St,006.-05-09.0,210,08,1565,1074683,540665
1245,67  Jordan St,006.-05-11.0,210,08,2322,1074757,540772
1246,55  Jordan St,006.-05-16.0,633,,,1074378,540658
1247,39  Jordan St,006.-05-24.0,483,,,1073985,541005
